;age;geo;sex;quant_inc;Every day;Every month;Every week;Less than once a month;Never or not in the last 12 months;clusters
480;75 years or over;Slovenia;Females;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
490;75 years or over;Slovenia;Males;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
491;75 years or over;Slovenia;Males;First quintile;24.7;20.1;26.0;9.1;20.1;0
493;75 years or over;Slovenia;Males;Second quintile;26.4;11.7;29.2;9.9;22.9;0
494;75 years or over;Slovenia;Males;Third quintile;32.7;6.0;37.3;10.8;13.2;0
510;75 years or over;Spain;Males;Fifth quintile;40.5;10.9;17.5;3.5;27.7;0
512;75 years or over;Spain;Males;Fourth quintile;48.7;11.0;11.0;7.2;22.1;0
513;75 years or over;Spain;Males;Second quintile;36.6;9.8;7.6;8.1;38.0;0
514;75 years or over;Spain;Males;Third quintile;43.3;5.8;10.0;7.6;33.3;0
520;75 years or over;Sweden;Females;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
522;75 years or over;Sweden;Females;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
530;75 years or over;Sweden;Males;Fifth quintile;38.0;14.1;34.9;13.0;0.0;0
531;75 years or over;Sweden;Males;First quintile;0.0;0.0;0.0;0.0;0.0;0
532;75 years or over;Sweden;Males;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
560;75 years or over;United Kingdom;Females;Fifth quintile;29.3;10.3;31.2;14.4;14.8;0
562;75 years or over;United Kingdom;Females;Fourth quintile;22.3;13.5;25.7;11.5;27.0;0
890;From 15 to 24 years;Luxembourg;Females;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
892;From 15 to 24 years;Luxembourg;Females;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
894;From 15 to 24 years;Luxembourg;Females;Third quintile;0.0;0.0;0.0;0.0;0.0;0
900;From 15 to 24 years;Luxembourg;Males;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
902;From 15 to 24 years;Luxembourg;Males;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
903;From 15 to 24 years;Luxembourg;Males;Second quintile;0.0;0.0;0.0;0.0;0.0;0
904;From 15 to 24 years;Luxembourg;Males;Third quintile;0.0;0.0;0.0;0.0;0.0;0
911;From 15 to 24 years;Malta;Females;First quintile;0.0;0.0;0.0;0.0;0.0;0
1090;From 15 to 24 years;Sweden;Females;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
1092;From 15 to 24 years;Sweden;Females;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
1100;From 15 to 24 years;Sweden;Males;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
1491;From 25 to 34 years;Malta;Males;First quintile;0.0;0.0;0.0;0.0;0.0;0
1843;From 35 to 44 years;Denmark;Males;Second quintile;0.0;0.0;0.0;0.0;0.0;0
2041;From 35 to 44 years;Luxembourg;Males;First quintile;31.9;15.0;30.2;5.0;17.9;0
2061;From 35 to 44 years;Malta;Males;First quintile;0.0;0.0;0.0;0.0;0.0;0
2131;From 35 to 44 years;Portugal;Males;First quintile;40.6;9.3;25.4;7.8;16.9;0
2133;From 35 to 44 years;Portugal;Males;Second quintile;50.7;14.2;18.3;6.1;10.7;0
2134;From 35 to 44 years;Portugal;Males;Third quintile;36.8;15.8;33.4;5.4;8.6;0
2700;From 45 to 54 years;Portugal;Males;Fifth quintile;34.6;9.3;34.6;8.2;13.4;0
2701;From 45 to 54 years;Portugal;Males;First quintile;51.8;7.1;17.3;3.9;19.9;0
2702;From 45 to 54 years;Portugal;Males;Fourth quintile;48.0;8.2;22.6;8.1;13.0;0
2703;From 45 to 54 years;Portugal;Males;Second quintile;55.6;2.3;28.0;4.6;9.5;0
2704;From 45 to 54 years;Portugal;Males;Third quintile;57.3;6.0;23.3;2.8;10.6;0
2791;From 45 to 54 years;Spain;Males;First quintile;26.7;14.0;22.2;9.5;27.7;0
2793;From 45 to 54 years;Spain;Males;Second quintile;37.3;13.2;22.6;6.9;20.0;0
2871;From 55 to 64 years;Belgium;Females;First quintile;19.1;10.8;26.0;12.0;32.1;0
2873;From 55 to 64 years;Belgium;Females;Second quintile;23.1;16.5;23.4;8.2;28.9;0
2881;From 55 to 64 years;Belgium;Males;First quintile;25.0;12.5;30.8;7.9;23.8;0
2882;From 55 to 64 years;Belgium;Males;Fourth quintile;38.4;10.2;38.5;3.2;9.6;0
2901;From 55 to 64 years;Bulgaria;Males;First quintile;29.0;16.1;26.8;7.1;20.9;0
2903;From 55 to 64 years;Bulgaria;Males;Second quintile;23.5;29.6;17.6;13.3;16.0;0
2904;From 55 to 64 years;Bulgaria;Males;Third quintile;26.9;20.6;20.0;8.7;23.8;0
2922;From 55 to 64 years;Croatia;Males;Fourth quintile;35.0;19.4;10.4;10.5;24.6;0
2923;From 55 to 64 years;Croatia;Males;Second quintile;25.7;23.7;19.4;5.9;25.3;0
2924;From 55 to 64 years;Croatia;Males;Third quintile;31.8;13.4;15.6;9.4;29.8;0
2961;From 55 to 64 years;Czechia;Males;First quintile;32.2;9.6;37.2;6.4;14.7;0
2981;From 55 to 64 years;Denmark;Males;First quintile;42.5;10.0;37.5;5.0;5.0;0
3081;From 55 to 64 years;Hungary;Males;First quintile;28.0;17.8;25.8;11.0;17.5;0
3083;From 55 to 64 years;Hungary;Males;Second quintile;24.2;17.1;26.5;15.4;16.9;0
3084;From 55 to 64 years;Hungary;Males;Third quintile;20.7;16.5;28.6;15.3;18.9;0
3200;From 55 to 64 years;Malta;Males;Fifth quintile;22.3;25.3;24.5;16.5;11.5;0
3202;From 55 to 64 years;Malta;Males;Fourth quintile;35.0;21.1;27.7;4.4;11.8;0
3260;From 55 to 64 years;Portugal;Females;Fifth quintile;22.6;15.6;23.2;14.0;24.5;0
3270;From 55 to 64 years;Portugal;Males;Fifth quintile;53.9;7.2;30.4;3.5;5.0;0
3271;From 55 to 64 years;Portugal;Males;First quintile;62.7;7.3;10.6;4.5;14.9;0
3272;From 55 to 64 years;Portugal;Males;Fourth quintile;69.7;7.5;15.3;2.4;5.2;0
3273;From 55 to 64 years;Portugal;Males;Second quintile;61.0;3.5;11.8;5.8;17.9;0
3274;From 55 to 64 years;Portugal;Males;Third quintile;63.8;7.9;12.5;1.9;13.9;0
3341;From 55 to 64 years;Slovenia;Males;First quintile;22.3;11.2;32.1;2.9;31.4;0
3360;From 55 to 64 years;Spain;Males;Fifth quintile;43.8;11.8;26.1;3.6;14.7;0
3361;From 55 to 64 years;Spain;Males;First quintile;38.5;10.6;16.6;10.4;23.9;0
3362;From 55 to 64 years;Spain;Males;Fourth quintile;42.7;9.1;22.3;6.1;19.8;0
3363;From 55 to 64 years;Spain;Males;Second quintile;39.7;16.4;18.1;4.4;21.5;0
3364;From 55 to 64 years;Spain;Males;Third quintile;43.9;12.4;20.9;6.1;16.6;0
3381;From 55 to 64 years;Sweden;Males;First quintile;0.0;0.0;0.0;0.0;0.0;0
3450;From 65 to 74 years;Belgium;Males;Fifth quintile;38.8;11.7;39.1;6.6;3.8;0
3452;From 65 to 74 years;Belgium;Males;Fourth quintile;32.2;19.8;29.7;7.1;11.3;0
3453;From 65 to 74 years;Belgium;Males;Second quintile;29.4;6.8;30.5;5.9;27.3;0
3454;From 65 to 74 years;Belgium;Males;Third quintile;43.0;7.6;33.1;6.5;9.8;0
3490;From 65 to 74 years;Croatia;Males;Fifth quintile;30.8;13.6;25.0;10.8;19.8;0
3492;From 65 to 74 years;Croatia;Males;Fourth quintile;37.3;17.1;19.7;3.5;22.3;0
3493;From 65 to 74 years;Croatia;Males;Second quintile;25.8;14.4;18.4;6.0;35.3;0
3494;From 65 to 74 years;Croatia;Males;Third quintile;27.2;18.1;23.5;6.4;24.8;0
3531;From 65 to 74 years;Czechia;Males;First quintile;27.0;19.1;27.3;15.3;11.3;0
3540;From 65 to 74 years;Denmark;Females;Fifth quintile;43.3;16.7;33.3;3.3;3.3;0
3550;From 65 to 74 years;Denmark;Males;Fifth quintile;50.0;12.5;32.5;5.0;0.0;0
3553;From 65 to 74 years;Denmark;Males;Second quintile;42.7;7.6;40.5;6.9;2.3;0
3630;From 65 to 74 years;Greece;Males;Fifth quintile;27.1;24.8;25.3;13.4;9.4;0
3631;From 65 to 74 years;Greece;Males;First quintile;27.8;18.9;12.5;10.8;30.0;0
3651;From 65 to 74 years;Hungary;Males;First quintile;22.8;20.3;22.4;9.8;24.7;0
3652;From 65 to 74 years;Hungary;Males;Fourth quintile;33.4;26.0;23.7;5.1;11.7;0
3653;From 65 to 74 years;Hungary;Males;Second quintile;28.5;14.1;14.5;15.9;27.0;0
3654;From 65 to 74 years;Hungary;Males;Third quintile;34.9;10.2;29.4;6.6;18.9;0
3730;From 65 to 74 years;Lithuania;Males;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
3740;From 65 to 74 years;Luxembourg;Females;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
3741;From 65 to 74 years;Luxembourg;Females;First quintile;0.0;0.0;0.0;0.0;0.0;0
3743;From 65 to 74 years;Luxembourg;Females;Second quintile;24.5;23.5;15.4;3.4;33.2;0
3751;From 65 to 74 years;Luxembourg;Males;First quintile;0.0;0.0;0.0;0.0;0.0;0
3752;From 65 to 74 years;Luxembourg;Males;Fourth quintile;43.3;11.3;39.8;2.8;2.8;0
3760;From 65 to 74 years;Malta;Females;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
3762;From 65 to 74 years;Malta;Females;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
3770;From 65 to 74 years;Malta;Males;Fifth quintile;0.0;0.0;0.0;0.0;0.0;0
3771;From 65 to 74 years;Malta;Males;First quintile;21.1;19.1;23.3;15.9;20.6;0
3772;From 65 to 74 years;Malta;Males;Fourth quintile;0.0;0.0;0.0;0.0;0.0;0
3773;From 65 to 74 years;Malta;Males;Second quintile;20.6;18.1;24.4;17.4;19.5;0
3774;From 65 to 74 years;Malta;Males;Third quintile;22.3;25.3;21.3;6.4;24.7;0
3830;From 65 to 74 years;Portugal;Females;Fifth quintile;25.4;9.4;14.4;13.1;37.6;0
3840;From 65 to 74 years;Portugal;Males;Fifth quintile;62.1;3.8;25.3;2.8;6.1;0
3841;From 65 to 74 years;Portugal;Males;First quintile;53.7;6.0;16.3;5.2;18.8;0
3842;From 65 to 74 years;Portugal;Males;Fourth quintile;66.6;8.7;11.2;3.7;9.9;0
3843;From 65 to 74 years;Portugal;Males;Second quintile;60.0;8.0;7.8;6.7;17.5;0
3844;From 65 to 74 years;Portugal;Males;Third quintile;52.0;10.6;12.9;3.4;21.1;0
3913;From 65 to 74 years;Slovenia;Males;Second quintile;27.7;9.8;28.9;8.0;25.6;0
3920;From 65 to 74 years;Spain;Females;Fifth quintile;26.7;9.1;17.4;7.5;39.2;0
3930;From 65 to 74 years;Spain;Males;Fifth quintile;52.8;10.9;19.2;6.2;11.0;0
3931;From 65 to 74 years;Spain;Males;First quintile;32.2;11.7;11.3;12.5;32.4;0
3932;From 65 to 74 years;Spain;Males;Fourth quintile;46.0;7.1;16.8;8.5;21.6;0
3933;From 65 to 74 years;Spain;Males;Second quintile;47.2;8.5;14.7;8.4;21.3;0
3934;From 65 to 74 years;Spain;Males;Third quintile;39.8;11.3;13.9;6.6;28.4;0
3951;From 65 to 74 years;Sweden;Males;First quintile;0.0;0.0;0.0;0.0;0.0;0
